value,ts
1012.1223,1542207863068
1012.06195,1542207863185
1012.0255,1542207863185
1011.69055,1542207863185
1011.906,1542207863201
1012.06,1542207863236
1010.9342,1542207863270
1011.5249,1542207863305
1012.0255,1542207863339
1012.0436,1542207863374
1007.74414,1542207863408
1010.06775,1542207863443
1012.10425,1542207863477
1012.10425,1542207863514
1012.08594,1542207863555
1012.078,1542207863582
1011.46045,1542207863614
1011.7549,1542207863654
1012.04645,1542207863684
1012.0715,1542207863718
1012.12994,1542207863754
1012.135,1542207863789
1012.1126,1542207863822
1012.10425,1542207863937
1012.12134,1542207863937
1011.5447,1542207863937
1011.82745,1542207863959
1012.078,1542207864094
1012.12134,1542207864094
1011.3423,1542207864094
1011.37146,1542207864098
1011.7421,1542207864132
1011.4346,1542207864165
1010.81,1542207864287
1011.20276,1542207864287
1008.5686,1542207864287
1010.20306,1542207864308
1011.415,1542207864346
1011.75037,1542207864373
1012.078,1542207864411
1007.14624,1542207864446
1003.7578,1542207864476
1008.7698,1542207864515
1012.11206,1542207864545
1012.1124,1542207864580
1012.0682,1542207864614
1011.9834,1542207864653
1011.9818,1542207864687
1011.9452,1542207864717
1011.9744,1542207864765
1011.9361,1542207864786
1011.1565,1542207864820
1011.6,1542207864855
1011.1188,1542207864892
1011.5737,1542207865030
1009.91974,1542207865030
1010.9625,1542207865030
1011.92865,1542207865030
1011.4055,1542207865063
1011.69403,1542207865098
1011.97296,1542207865197
1011.93225,1542207865198
1011.96704,1542207865199
1011.9992,1542207865332
1011.5392,1542207865332
1011.7243,1542207865332
1011.956,1542207865337
1011.98926,1542207865376
1011.9992,1542207865406
1011.9992,1542207865441
1010.71344,1542207865474
1011.0398,1542207865526
1011.85815,1542207865546
1012.0156,1542207865578
1012.03516,1542207865613
1012.03375,1542207865647
1012.06165,1542207865682
1012.062,1542207865915
1012.0685,1542207865916
1012.096,1542207865916
1012.10425,1542207865916
1012.0329,1542207865916
1012.05334,1542207865916
1012.05994,1542207865923
1012.016,1542207865960
1012.0351,1542207865992
1012.01917,1542207866030
1012.0333,1542207866061
1012.0156,1542207866095
1012.03687,1542207866130
1012.03406,1542207866169
1010.3803,1542207866199
1009.73804,1542207866304
1011.3521,1542207866304
1012.0156,1542207866304
1012.0354,1542207866336
1012.03577,1542207866380
1008.3829,1542207866608
1006.96106,1542207866608
1010.27344,1542207866608
1010.0255,1542207866608
1011.0737,1542207866609
1011.6747,1542207866609
1011.8781,1542207866613
1011.5262,1542207866648
1011.18726,1542207866690
1011.73254,1542207866715
1011.3668,1542207866753
1011.11084,1542207866783
1011.7298,1542207866822
1012.0171,1542207866854
1011.66016,1542207866891
1011.828,1542207866922
1011.51135,1542207866964
1010.7805,1542207866993
1011.4512,1542207867033
1012.00867,1542207867060
1012.0172,1542207867094
1011.98944,1542207867222
1011.97296,1542207867223
1011.991,1542207867223
1011.0887,1542207867232
1011.62427,1542207867348
1012.04224,1542207867348
1012.0255,1542207867348
1012.0255,1542207867440
1012.0255,1542207867440
1012.08203,1542207867440
1011.9773,1542207867476
1011.7237,1542207867508
1011.933,1542207867546
1012.1216,1542207867597
1012.1124,1542207867611
1012.0681,1542207867648
1009.5665,1542207867687
1010.57556,1542207867715
1012.03375,1542207867749
1011.2688,1542207867786
1008.7612,1542207867819
1010.69745,1542207867853
1011.7012,1542207867887
1011.912,1542207867922
1012.0239,1542207867956
1012.0531,1542207867990
1011.56396,1542207868025
1011.7907,1542207868062
1012.0181,1542207868093
1012.0255,1542207868130
1011.95337,1542207868162
1011.9375,1542207868199
1011.35126,1542207868231
1011.73865,1542207868375
1011.9525,1542207868375
1010.8257,1542207868376
1011.3967,1542207868376
1011.8407,1542207868481
1011.83704,1542207868481
1011.8368,1542207868481
1011.81055,1542207868507
1011.8194,1542207868641
1011.8898,1542207868641
1012.0465,1542207868641
1012.2211,1542207868645
1012.39197,1542207868679
1012.46344,1542207868714
1012.5094,1542207868747
1011.53125,1542207868798
1011.8722,1542207868818
1012.25635,1542207868857
1011.14465,1542207868886
1011.7997,1542207868921
1012.28125,1542207868956
1012.23236,1542207868996
1012.27325,1542207869024
1011.59937,1542207869060
1012.00726,1542207869093
1012.3749,1542207869128
1012.3667,1542207869172
1012.3225,1542207869199
1012.16724,1542207869232
1011.9142,1542207869268
1010.62427,1542207869389
1011.32086,1542207869389
1011.117,1542207869389
1011.56445,1542207869402
1011.7709,1542207869496
1011.45337,1542207869496
1011.5698,1542207869612
1011.53046,1542207869612
1011.48413,1542207869612
1011.1394,1542207869612
1011.25073,1542207869649
1010.4675,1542207869680
1010.8444,1542207869716
1011.39307,1542207869748
1011.2767,1542207869782
1010.51324,1542207869816
1011.07574,1542207869855
1011.50055,1542207869886
1011.7314,1542207869922
1011.8899,1542207869954
1011.9886,1542207869989
1012.09766,1542207870026
1012.21545,1542207870056
1012.00964,1542207870092
1012.33075,1542207870126
1012.5836,1542207870163
1012.616,1542207870195
1012.7874,1542207870342
1012.6487,1542207870342
1012.46515,1542207870342
1012.63806,1542207870342
1012.74725,1542207870368
1012.0996,1542207870402
1012.20825,1542207870493
1012.14014,1542207870493
1012.3323,1542207870506
1012.2462,1542207870540
1011.95276,1542207870653
1011.5982,1542207870653
1010.8785,1542207870653
1011.1596,1542207870682
1011.435,1542207870716
1011.2969,1542207870747
1011.0377,1542207870785
1010.77344,1542207870818
1011.3513,1542207870850
1011.56226,1542207870884
1011.4409,1542207870924
1010.35706,1542207870957
1010.8734,1542207870988
1011.36694,1542207871022
1011.34796,1542207871061
1011.3742,1542207871091
1011.4005,1542207871126
1011.3906,1542207871160
1011.4094,1542207871366
1011.4218,1542207871366
1011.4397,1542207871366
1010.8713,1542207871366
1010.6713,1542207871366
1011.28894,1542207871370
1011.5892,1542207871402
1011.6055,1542207871440
1011.62024,1542207871477
1011.6569,1542207871505
1011.67114,1542207871542
1011.7241,1542207871579
1011.18646,1542207871610
1011.4316,1542207871646
1011.1908,1542207871677
1009.52185,1542207871712
1010.8956,1542207871823
1011.2748,1542207871823
1010.5513,1542207871823
1011.32227,1542207871849
1011.79407,1542207872027
1011.78436,1542207872027
1011.7941,1542207872027
1011.80237,1542207872027
1011.7838,1542207872028
1011.8309,1542207872056
1011.82043,1542207872092
1011.8377,1542207872125
1011.5749,1542207872159
1011.48413,1542207872194
1011.7211,1542207872243
1011.5553,1542207872264
1011.6664,1542207872300
1011.8458,1542207872338
1011.8368,1542207872368
1011.8286,1542207872400
1011.7941,1542207872439
1011.327,1542207872561
1011.6196,1542207872561
1011.85486,1542207872561
1011.2066,1542207872574
1011.5589,1542207872684
1011.8007,1542207872684
1011.79474,1542207872684
1011.8206,1542207872840
1011.21277,1542207872840
1010.8962,1542207872840
1011.1904,1542207872841
1011.7353,1542207872848
1011.9383,1542207872884
1011.9467,1542207872920
1011.9467,1542207872954
1011.167,1542207872986
1011.5548,1542207873021
1011.8712,1542207873055
1011.8903,1542207873093
1011.8716,1542207873126
1011.253,1542207873162
1011.60925,1542207873202
1012.0172,1542207873227
1012.0435,1542207873262
1012.10297,1542207873298
1012.05676,1542207873330
1011.9244,1542207873365
1010.18616,1542207873399
1011.3675,1542207873434
1012.19446,1542207873468
1012.03467,1542207873507
1011.93713,1542207873538
1011.0407,1542207873573
1010.89575,1542207873751
1011.0365,1542207873751
1011.61365,1542207873752
1011.9802,1542207873752
1012.0255,1542207873752
1011.4788,1542207873778
1011.8049,1542207873817
1011.4171,1542207873848
1008.95807,1542207873883
1010.00574,1542207873917
1011.7186,1542207873952
1011.6699,1542207873985
1011.7882,1542207874023
1011.9295,1542207874054
1011.8029,1542207874158
1011.8853,1542207874158
1011.23376,1542207874161
1011.6217,1542207874192
1011.95624,1542207874228
1011.9558,1542207874384
1011.99097,1542207874384
1011.9812,1542207874384
1011.95496,1542207874384
1009.8722,1542207874401
1011.0534,1542207874437
1012.0899,1542207874472
1012.06274,1542207874506
1012.1249,1542207874537
1012.206,1542207874573
1012.24036,1542207874606
1012.35345,1542207874638
1012.4611,1542207874682
1012.8257,1542207874709
1013.3945,1542207874744
1013.6372,1542207874780
1014.06586,1542207874814
1014.6413,1542207874847
1015.5217,1542207874897
1016.33484,1542207874915
1016.23303,1542207874950
1015.54285,1542207874984
1014.8265,1542207875021
1014.15137,1542207875152
1014.113,1542207875152
1014.0377,1542207875152
1014.48157,1542207875157
1013.5166,1542207875265
1013.0605,1542207875265
1012.7681,1542207875265
1011.92017,1542207875392
1011.09314,1542207875392
1010.8846,1542207875392
1010.91003,1542207875398
1010.83777,1542207875432
1010.8766,1542207875469
1011.1258,1542207875501
1011.34454,1542207875542
1011.34607,1542207875571
1011.2494,1542207875604
1010.67316,1542207875639
1010.58185,1542207875675
1010.87384,1542207875708
1011.01166,1542207875745
1011.1183,1542207875777
1011.24054,1542207875812
1011.1604,1542207875846
1010.8816,1542207875883
1009.94073,1542207875917
1010.4432,1542207875948
1010.41174,1542207875984
1011.1079,1542207876024
1011.1932,1542207876053
1010.3146,1542207876193
1009.7472,1542207876194
1010.0579,1542207876194
1010.78314,1542207876196
1011.52466,1542207876227
1011.7318,1542207876339
1011.64246,1542207876339
1012.6047,1542207876339
1012.49243,1542207876364
1011.9268,1542207876486
1012.2385,1542207876486
1011.8856,1542207876486
1012.1188,1542207876503
1009.1918,1542207876538
1010.7129,1542207876569
1012.3536,1542207876603
1012.3628,1542207876638
1010.0257,1542207876673
1011.16125,1542207876714
1011.9899,1542207876745
1011.9205,1542207876776
1011.89343,1542207876810
1003.251,1542207876846
1007.6396,1542207876882
1012.00824,1542207876914
1012.21326,1542207876949
1012.4644,1542207876987
1012.6498,1542207877017
1011.88995,1542207877055
1011.9144,1542207877086
1012.1247,1542207877121
1012.8712,1542207877155
1013.3336,1542207877304
1013.2923,1542207877304
1013.04504,1542207877304
1012.93335,1542207877304
1012.91785,1542207877328
1012.7641,1542207877424
1012.04407,1542207877424
1011.8967,1542207877439
1011.9992,1542207877465
1012.74255,1542207877502
1013.22156,1542207877634
1013.06396,1542207877634
1013.33185,1542207877635
1013.5766,1542207877641
1013.3242,1542207877672
1012.8556,1542207877707
1012.1842,1542207877741
1010.85535,1542207877776
1011.2592,1542207877810
1012.14966,1542207877845
1012.91736,1542207877882
1013.30066,1542207877911
1012.9817,1542207877949
1011.20856,1542207877982
1011.8358,1542207878016
1012.7615,1542207878053
1013.3274,1542207878086
1012.98865,1542207878120
1013.6137,1542207878156
1014.08203,1542207878189
1014.4247,1542207878223
1014.74304,1542207878263
1014.8658,1542207878494
1014.97644,1542207878494
1013.8755,1542207878495
1012.5942,1542207878495
1014.35913,1542207878495
1014.8065,1542207878495
1014.27454,1542207878504
1013.9037,1542207878533
1013.66846,1542207878571
1013.36255,1542207878608
1012.67645,1542207878637
1012.0296,1542207878816
1011.1743,1542207878816
1009.91345,1542207878816
1009.69403,1542207878816
1009.6635,1542207878816
1009.1055,1542207878844
1009.1017,1542207878878
1009.031,1542207879063
1008.10205,1542207879063
1008.4887,1542207879063
1008.79565,1542207879063
1005.85394,1542207879063
1007.0905,1542207879084
1008.24615,1542207879122
1008.2281,1542207879153
1009.1948,1542207879188
1009.6931,1542207879227
1009.07935,1542207879257
1008.8271,1542207879293
1009.6007,1542207879531
1010.01636,1542207879531
1010.05707,1542207879532
1009.92523,1542207879532
1009.92053,1542207879532
1009.88983,1542207879532
1009.7065,1542207879544
1009.58386,1542207879574
1009.63885,1542207879601
1008.1995,1542207879638
1008.9772,1542207879670
1009.8717,1542207879705
1008.7512,1542207879742
1009.47766,1542207879780
1010.1622,1542207879808
1010.247,1542207879843
1010.3473,1542207879880
1008.142,1542207879912
1009.4056,1542207879946
1010.5936,1542207880053
1010.69763,1542207880053
1010.7623,1542207880053
1010.851,1542207880085
1011.0156,1542207880124
1011.0806,1542207880154
1011.19824,1542207880187
1010.79785,1542207880365
1010.296,1542207880365
1009.96375,1542207880365
1009.8778,1542207880365
1010.499,1542207880365
1010.83307,1542207880394
1010.8219,1542207880432
1010.8409,1542207880463
1008.35657,1542207880501
1007.9208,1542207880533
1010.21716,1542207880566
1011.09216,1542207880601
1011.1753,1542207880640
1011.3471,1542207880670
1011.4398,1542207880704
1011.44806,1542207880738
1010.984,1542207880774
1011.2056,1542207880813
1011.6295,1542207880842
1011.9979,1542207880877
1011.943,1542207880986
1010.87463,1542207880987
1011.1225,1542207880987
1011.4743,1542207881014
1011.45624,1542207881049
1011.42114,1542207881147
1011.3727,1542207881147
1011.3888,1542207881155
1011.4502,1542207881190
1011.58154,1542207881221
1011.78534,1542207881256
1011.91583,1542207881293
1012.1154,1542207881419
1012.05707,1542207881419
1011.73395,1542207881419
1011.4566,1542207881429
1011.38245,1542207881463
1011.38245,1542207881496
1011.49817,1542207881533
1011.5889,1542207881566
1011.65063,1542207881600
1011.67114,1542207881634
1011.7795,1542207881669
1011.8918,1542207881703
1011.9115,1542207881738
1011.4204,1542207881772
1011.6684,1542207881808
1012.0057,1542207881842
1012.0161,1542207881884
1011.8459,1542207881910
1011.7761,1542207881948
1011.6955,1542207881978
1011.6662,1542207882017
1011.6626,1542207882150
1011.6405,1542207882150
1011.6496,1542207882150
1011.64075,1542207882155
1011.6492,1542207882186
1011.8105,1542207882220
1011.9082,1542207882254
1011.85724,1542207882289
1011.81055,1542207882323
1011.85657,1542207882359
1011.9622,1542207882392
1011.9451,1542207882427
1011.91174,1542207882515
1011.85547,1542207882515
1011.8108,1542207882700
1011.85657,1542207882700
1005.50244,1542207882700
1004.3622,1542207882700
1009.2969,1542207882700
1011.46594,1542207882702
1011.5594,1542207882738
1011.67114,1542207882787
1011.67114,1542207882817
1010.9895,1542207882841
1010.6656,1542207882878
1011.0642,1542207882909
1011.58356,1542207882952
1011.72363,1542207882978
1011.72363,1542207883019
1011.8106,1542207883047
1011.80054,1542207883081
1011.8752,1542207883116
1011.9116,1542207883151
1011.88947,1542207883185
1011.86304,1542207883219
1011.1694,1542207883255
1011.48834,1542207883289
1011.81085,1542207883324
1011.12006,1542207883492
1011.44714,1542207883492
1010.98303,1542207883492
1011.49176,1542207883493
1011.9163,1542207883495
1011.9369,1542207883538
1011.9811,1542207883564
1011.9992,1542207883686
1011.98114,1542207883687
1012.02527,1542207883687
1012.05176,1542207883701
1011.87915,1542207884029
1011.939,1542207884029
1011.74384,1542207884030
1011.9087,1542207884030
1012.001,1542207884030
1011.9904,1542207884030
1012.0353,1542207884030
1012.016,1542207884030
1011.9362,1542207884030
1012.0393,1542207884047
1012.10425,1542207884081
1012.1222,1542207884118
1012.1305,1542207884149
1011.39526,1542207884186
1011.6678,1542207884218
1011.95496,1542207884254
1011.9828,1542207884287
1011.9813,1542207884324
1012.02686,1542207884356
1012.1007,1542207884395
1012.0792,1542207884425
1012.0165,1542207884461
1011.9635,1542207884494
1011.96423,1542207884632
1012.0443,1542207884632
1011.56274,1542207884632
1011.9266,1542207884645
1012.1328,1542207884666
1011.4766,1542207884701
1011.7709,1542207884735
1012.0878,1542207884777
1009.6013,1542207884804
1010.4877,1542207884838
1011.949,1542207884873
1010.59406,1542207884908
1010.1666,1542207884942
1009.2096,1542207884979
1011.04297,1542207885011
1012.1305,1542207885047
1012.06,1542207885080
1011.99023,1542207885115
1011.1439,1542207885149
1011.54663,1542207885186
1011.8712,1542207885218
1010.182,1542207885256
1010.9238,1542207885287
1011.9,1542207885405
1012.06165,1542207885405
1012.36646,1542207885405
1009.4634,1542207885424
1011.4192,1542207885618
1012.96875,1542207885618
1012.7186,1542207885618
1012.2469,1542207885618
1011.8346,1542207885618
1011.64246,1542207885631
1011.11035,1542207885666
1011.1306,1542207885700
1011.40283,1542207885734
1011.2714,1542207885773
1011.4135,1542207885804
1011.5448,1542207885838
1011.0932,1542207885872
1011.2526,1542207885912
1009.7643,1542207885945
1010.3838,1542207885975
1011.4514,1542207886011
1011.59686,1542207886048
1011.615,1542207886079
1011.68933,1542207886235
1011.28577,1542207886235
1011.0363,1542207886235
1011.0642,1542207886235
1011.53186,1542207886255
1011.69727,1542207886360
1011.1083,1542207886361
1008.6095,1542207886361
1010.38257,1542207886389
1011.6093,1542207886424
1011.47217,1542207886613
1011.3948,1542207886613
1011.3644,1542207886613
1011.3972,1542207886613
1011.4389,1542207886613
1011.76404,1542207886630
1012.1371,1542207886665
1012.5813,1542207886701
1012.84546,1542207886734
1013.2352,1542207886772
1012.5531,1542207886802
1011.6274,1542207886837
1011.66455,1542207886872
1012.54553,1542207886917
1012.7837,1542207886941
1011.8703,1542207886977
1011.38245,1542207887010
1011.25616,1542207887044
1011.13684,1542207887079
1011.23206,1542207887117
1011.26886,1542207887147
1011.10016,1542207887182
1011.28784,1542207887300
1011.33655,1542207887300
1010.67175,1542207887300
1010.6858,1542207887320
1011.2233,1542207887557
1011.41766,1542207887557
1010.9192,1542207887557
1011.20685,1542207887557
1011.50055,1542207887557
1011.50055,1542207887557
1010.0808,1542207887570
1010.8949,1542207887595
1011.59607,1542207887632
1011.6229,1542207887664
1011.6318,1542207887699
1011.6495,1542207887733
1011.64075,1542207887770
1011.5786,1542207887802
1011.53656,1542207887839
1011.1488,1542207887871
1011.3639,1542207887915
1011.535,1542207887945
1010.93066,1542207887979
1010.6937,1542207888009
1011.35583,1542207888043
1011.6137,1542207888078
1011.6416,1542207888115
1010.99927,1542207888146
1011.16846,1542207888181
1011.5984,1542207888215
1011.7334,1542207888318
1011.7499,1542207888319
1011.0301,1542207888319
1010.7181,1542207888353
1011.1156,1542207888390
1011.66077,1542207888505
1011.27936,1542207888505
1011.5841,1542207888506
1011.2925,1542207888637
1011.60565,1542207888637
1009.85077,1542207888637
1009.87354,1542207888637
1011.3632,1542207888667
1011.8368,1542207888698
1011.7925,1542207888732
1011.75806,1542207888767
1011.76794,1542207888801
1011.79285,1542207888847
1011.8369,1542207888869
1011.87286,1542207888904
1006.79156,1542207888939
1009.5383,1542207888973
1011.8909,1542207889007
1011.95166,1542207889043
1012.0088,1542207889080
1012.0435,1542207889111
1011.1526,1542207889146
1010.9931,1542207889180
1011.74536,1542207889214
1011.94415,1542207889406
1011.90735,1542207889406
1010.6177,1542207889406
1011.2522,1542207889406
1011.8895,1542207889406
1011.75464,1542207889518
1011.73346,1542207889518
1011.5512,1542207889519
1011.6686,1542207889524
1010.7321,1542207889661
1009.3248,1542207889661
1010.96674,1542207889661
1011.1146,1542207889662
1010.9279,1542207889702
1011.65137,1542207889736
1007.33795,1542207889765
1009.7377,1542207889801
1011.6266,1542207889834
1011.75525,1542207889869
1011.93445,1542207889903
1011.8888,1542207889941
1011.7518,1542207889973
1011.6703,1542207890007
1011.60376,1542207890041
1009.88074,1542207890084
1010.8312,1542207890110
1011.2841,1542207890147
1011.4202,1542207890179
1010.99194,1542207890216
1011.3252,1542207890248
1011.667,1542207890405
1011.1482,1542207890405
1010.84045,1542207890405
1010.80505,1542207890406
1011.43506,1542207890421
1011.46295,1542207890456
1011.6667,1542207890489
1011.7745,1542207890524
1011.7318,1542207890558
1011.7407,1542207890595
1011.7148,1542207890627
1011.6793,1542207890662
1011.039,1542207890697
1011.402,1542207890813
1011.0113,1542207890813
1010.33466,1542207890813
1011.24524,1542207890908
1011.4357,1542207890908
1011.6498,1542207890908
1011.8286,1542207890937
1011.8647,1542207890972
1011.8811,1542207891008
1011.8279,1542207891041
1011.8186,1542207891078
1011.9342,1542207891111
1011.14355,1542207891144
1011.27625,1542207891179
1011.7228,1542207891217
1011.76025,1542207891249
1011.79486,1542207891281
1011.86475,1542207891316
1011.8811,1542207891354
1011.9622,1542207891385
1012.03534,1542207891421
1011.06006,1542207891456
1011.63513,1542207891490
1012.10425,1542207891522
1012.10425,1542207891630
1012.1223,1542207891630
1012.2118,1542207891631
1011.6593,1542207891667
1012.00964,1542207891695
1012.3011,1542207891803
1011.55304,1542207891803
1011.82367,1542207891803
1012.0708,1542207891921
1011.9724,1542207891922
1012.0346,1542207891922
1011.59125,1542207891943
1010.97217,1542207891971
1011.66187,1542207892006
1012.0156,1542207892039
1012.0165,1542207892078
1011.61914,1542207892108
1009.8504,1542207892144
1010.37,1542207892177
1011.7008,1542207892212
1011.8081,1542207892246
1011.9409,1542207892281
1012.05176,1542207892315
1012.1323,1542207892349
1012.1877,1542207892392
1012.16064,1542207892419
1012.16156,1542207892454
1012.24194,1542207892490
1012.29266,1542207892576
1012.2658,1542207892576
1011.7381,1542207892595
1011.99695,1542207892627
1011.78516,1542207892772
1012.0685,1542207892772
1012.3996,1542207892772
1011.5917,1542207892772
1011.83,1542207892804
1012.0835,1542207892838
1012.0797,1542207892867
1012.20337,1542207892914
1011.5897,1542207892939
1011.82764,1542207892970
1012.1615,1542207893004
1012.26025,1542207893040
1012.1654,1542207893073
1011.95044,1542207893108
1011.1764,1542207893142
1011.7607,1542207893263
1012.32153,1542207893264
1011.4092,1542207893264
1012.0515,1542207893287
1012.5224,1542207893400
1012.3624,1542207893400
1012.1315,1542207893401
1011.98157,1542207893418
1011.5836,1542207893456
1011.716,1542207893490
1011.83514,1542207893521
1008.7988,1542207893555
1010.3886,1542207893601
1011.8903,1542207893624
1011.9665,1542207893665
1011.9664,1542207893694
1011.9648,1542207893728
1011.53375,1542207893765
1011.6782,1542207893802
1011.9116,1542207893831
1011.0099,1542207893875
1010.5105,1542207893900
1011.1796,1542207893935
1011.07623,1542207893969
1011.3082,1542207894003
1010.84973,1542207894038
1010.42004,1542207894232
1011.06726,1542207894232
1011.39075,1542207894233
1011.1014,1542207894233
1011.30115,1542207894233
1011.5017,1542207894246
1008.5719,1542207894279
1009.90094,1542207894389
1011.8353,1542207894389
1011.78235,1542207894389
1007.65405,1542207894575
1008.9547,1542207894575
1011.5283,1542207894575
1011.55304,1542207894575
1011.6306,1542207894575
1011.6892,1542207894591
1011.6793,1542207894630
1007.8174,1542207894662
1009.7633,1542207894696
1011.84814,1542207894727
1011.92615,1542207894767
1012.1361,1542207894796
1012.2766,1542207894836
1011.46045,1542207894865
1011.90247,1542207894899
1012.5797,1542207894934
1012.79156,1542207894973
1012.8708,1542207895003
1012.946,1542207895037
1013.1489,1542207895081
1013.2234,1542207895107
1012.86975,1542207895141
1012.6466,1542207895178
1011.76587,1542207895209
1012.3622,1542207895245
1011.6249,1542207895298
1012.03613,1542207895319
1012.7658,1542207895347
1012.0663,1542207895385
1011.144,1542207895416
1010.8202,1542207895450
1008.89215,1542207895485
1007.77277,1542207895527
1007.03723,1542207895666
1009.8714,1542207895666
1011.28564,1542207895666
1010.1114,1542207895666
1010.8246,1542207895693
1010.55566,1542207895736
1010.737,1542207895764
1011.4777,1542207895795
1011.7036,1542207895831
1011.9207,1542207895864
1012.2249,1542207895898
1012.6157,1542207895933
1012.91736,1542207895969
1013.14954,1542207896002
1013.5284,1542207896040
1014.0255,1542207896071
1014.245,1542207896105
1014.23315,1542207896140
1014.0994,1542207896351
1013.9564,1542207896351
1013.64703,1542207896351
1012.9374,1542207896352
1012.4158,1542207896352
1012.0748,1542207896352
1012.00714,1542207896473
1011.8628,1542207896473
1011.66003,1542207896473
1011.552,1542207896485
1011.49084,1542207896519
1011.4743,1542207896554
1011.42926,1542207896588
1011.0307,1542207896622
1011.1277,1542207896658
1011.38477,1542207896691
1011.44806,1542207896725
1010.78064,1542207896775
1011.0296,1542207896794
1011.3948,1542207896829
1010.9896,1542207896864
1011.2346,1542207896898
1010.9538,1542207896932
1010.40076,1542207896967
1010.7519,1542207897001
1010.97565,1542207897135
1006.04486,1542207897136
1008.35266,1542207897136
1011.10474,1542207897142
1011.20435,1542207897310
1011.2069,1542207897310
1011.2683,1542207897310
1011.3744,1542207897310
1011.3907,1542207897326
1010.7967,1542207897345
1011.13403,1542207897380
1011.2644,1542207897414
1011.235,1542207897449
1011.2151,1542207897483
1011.0637,1542207897517
1011.0819,1542207897556
1011.0993,1542207897586
1011.11676,1542207897743
1011.15125,1542207897743
1011.18396,1542207897743
1011.2841,1542207897743
1011.4072,1542207897770
1011.44806,1542207897799
1011.5021,1542207897832
1010.7414,1542207897862
1010.4485,1542207897899
1011.14465,1542207897933
1011.4226,1542207897975
1011.39124,1542207898002
1010.64343,1542207898035
1010.32446,1542207898069
1011.0109,1542207898107
1011.38245,1542207898145
1010.5731,1542207898301
1010.9368,1542207898301
1010.5678,1542207898301
1011.09216,1542207898301
1011.5087,1542207898310
1010.952,1542207898349
1011.31555,1542207898380
1011.8035,1542207898422
1012.10364,1542207898449
1011.70966,1542207898482
1012.19653,1542207898517
1012.63916,1542207898555
1012.7126,1542207898593
1012.6858,1542207898621
1012.7041,1542207898655
1012.8201,1542207898689
1012.9556,1542207899009
1012.81036,1542207899009
1012.7389,1542207899009
1012.99,1542207899009
1013.3989,1542207899009
1013.59247,1542207899009
1013.61334,1542207899009
1013.3198,1542207899009
1012.8032,1542207899009
1012.2667,1542207899035
1011.78,1542207899069
1010.8778,1542207899103
1010.9082,1542207899138
1010.7367,1542207899279
1011.006,1542207899279
1011.3071,1542207899279
1010.97675,1542207899279
1011.0487,1542207899309
1012.0087,1542207899344
1012.36584,1542207899378
1012.62036,1542207899415
1012.08136,1542207899447
1011.54395,1542207899487
1011.44806,1542207899516
1011.76465,1542207899550
1012.1242,1542207899585
1011.6443,1542207899624
1012.0395,1542207899657
1012.23114,1542207899692
1011.6745,1542207899725
1011.4031,1542207899757
1011.2922,1542207899792
1011.3196,1542207899830
1011.3911,1542207899862
1011.41766,1542207899989
1011.4218,1542207899989
1011.45776,1542207899989
1011.6276,1542207899998
1011.616,1542207900222
1011.5065,1542207900222
1011.4743,1542207900222
